Item_Request,List_of_Devices,200,NULL,1553603083.8734095
Item_Request,List_of_Devices,200,NULL,1553603086.3909864
Item_Request,List_of_Devices,Pass,NULL,1553606948.2854154
Item_Request,List_of_Item_Options,Pass,NULL,1553606951.4680705
Item_Request,Update_Item_State,Pass,NULL,1553606953.3277314
Item_Request,List_of_Devices,Pass,NULL,1553606953.3928473
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553606956.275695
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553607162.3485394
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553607310.0282512
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553607537.640086
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553607684.411305
Item_Request,List_of_Devices,Pass,NULL,1553607692.2950022
Policy_Request,Update_Policies,Fail,Lacking_Policy_Credentials,1553607878.933008
Policy_Request,Update_Policies,Fail,Lacking_Policy_Credentials,1553608015.2333627
Policy_Request,Update_Policies,Fail,Lacking_Policy_Credentials,1553608046.616614
Policy_Request,Update_Policies,Fail,Lacking_Policy_Credentials,1553608238.5504813
Policy_Request,Add_Policy,Pass,NULL,1553608782.89702
Item_Request,List_of_Devices,Pass,NULL,1553609694.758637
Item_Request,List_of_Item_Options,Pass,NULL,1553609697.7173908
Item_Request,Update_Item_State,Pass,NULL,1553609699.9750946
Item_Request,List_of_Devices,Pass,NULL,1553609700.0285976
Item_Request,List_of_Item_Options,Pass,NULL,1553609730.4106588
Item_Request,Update_Item_State,Pass,NULL,1553609732.226
Item_Request,List_of_Devices,Pass,NULL,1553609732.2682943
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553609841.5266347
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553609849.5936866
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553610319.82748
Policy_Request,Add_Policy,Pass,NULL,1553610367.9451568
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553610367.9690247
Policy_Request,Add_Policy,Pass,NULL,1553610459.878152
Policy_Request,Get_Valid_Policies_For_Items,Pass,NULL,1553610459.898967
